День,№ Кампании,Название кампании,Статус кампании,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,№ Группы,Название группы,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽"
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838981,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,0.00,127,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838982,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,53.47,252,3,0,0.00,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647835054,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729694288,lead_sumbitt_ form,177.41,173,3,2,66.67,88.70
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267804,Остановленные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729340974,Посетители все 90 дней,44.52,325,1,0,0.00,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267808,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729340975,cybered_int,0.00,1,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267814,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729340977,baza_pay_demo_all,0.00,1,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267812,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729340976,pbh_blue_all,0.00,3,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267817,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729340977,baza_pay_demo_all,0.00,79,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267811,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729340976,pbh_blue_all,0.00,137,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647837640,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729695027,lal_1_baza_uch_reg,0.00,148,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647837639,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729695027,lal_1_baza_uch_reg,0.00,7,0,0,-,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647835055,Остановленные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729694288,lead_sumbitt_ form,7.43,156,1,0,0.00,-
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647835053,Остановленные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729694288,lead_sumbitt_ form,82.35,354,1,1,100.00,82.35
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267805,Остановленные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729340974,Посетители все 90 дней,903.98,2499,17,7,41.18,129.14
19.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838980,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,0.00,35,0,0,-,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958762,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726256946,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",417.56,458,3,7,233.33,59.65
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958765,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726256947,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",93.48,89,1,0,0.00,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958761,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726256946,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",29.31,221,1,0,0.00,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958769,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726256948,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,100,0,0,-,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958764,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726256947,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,142,0,0,-,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958768,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726256948,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,21,0,0,-,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958767,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726256948,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,14,0,0,-,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958763,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726256946,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",161.83,2133,6,0,0.00,-
19.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958766,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726256947,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",495.11,2793,14,5,35.71,99.02
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945870,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726255502,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,16,0,0,-,-
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945866,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726255501,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",0.00,670,6,2,33.33,0.00
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945868,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726255501,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",900.00,757,5,7,140.00,128.57
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945872,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726255503,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,19,0,0,-,-
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945869,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726255502,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,12,0,0,-,-
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945867,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726255501,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",0.00,165,3,1,33.33,0.00
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945874,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726255503,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,125,2,0,0.00,-
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945871,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726255502,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,335,3,0,0.00,-
19.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945873,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726255503,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,146,0,0,-,-
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879339,Активные,Текстово-графическое,Гайд по карьере в кибербезе! Для новичков и опытных!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5381174/fLUO4j3YdgsW6EmeF5b1hg,rm040326_statya_b4_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,16.51,347,14,2,14.29,8.26
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879344,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5719807/ypwpt8PrlfPbjkOX3MOP6A,rm040326_statya_b2,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,1.34,4,3,0,0.00,-
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879351,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5257964/gUl0m-BA3VHfVDSbkiVl9A,rm040326_statya_b3_1,-,-,Текстово-графический,Оригинальный,5725904035,pbh_blue_all,0.00,3,0,0,-,-
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879350,Активные,Текстово-графическое,Гайд по карьере в кибербезе! Для новичков и опытных!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4465630/mfQj0t1HydGGN70_jDpgBg,rm040326_statya_b4,-,-,Текстово-графический,Оригинальный,5725904035,pbh_blue_all,1.60,23,1,0,0.00,-
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879353,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5246835/kfm8ilg8C2j6vZe0UxQfzw,rm040326_statya_b2_1,-,-,Текстово-графический,Оригинальный,5725904035,pbh_blue_all,0.00,1,0,0,-,-
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879352,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4837371/tePo2naVMXcTK235Q-08WA,rm040326_statya_b3,-,-,Текстово-графический,Оригинальный,5725904035,pbh_blue_all,0.00,4,0,0,-,-
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879334,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5719807/ypwpt8PrlfPbjkOX3MOP6A,rm040326_statya_b2,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,9.37,32,10,2,20.00,4.68
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879341,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5257964/gUl0m-BA3VHfVDSbkiVl9A,rm040326_statya_b3_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,29.44,54,41,8,19.51,3.68
19.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879328,Активные,Текстово-графическое,Ищешь работу в ИБ? Читай советы о собесах без цензуры,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5356422/iDWajnE2AUOeFMbkv31Pxg,rm040326_statya_b5,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,3.41,20,3,0,0.00,-
