День,№ Кампании,Название кампании,Статус кампании,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,№ Группы,Название группы,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽"
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987374,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5723190749,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",56.65,260,3,0,0.00,-
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987379,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5723190751,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,11,0,0,-,-
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987376,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5723190750,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,5,0,0,-,-
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987375,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5723190749,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",1885.21,4696,36,8,22.22,235.65
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987380,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5723190751,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",2.48,231,1,0,0.00,-
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987378,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5723190750,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,155,0,0,-,-
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987373,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5723190749,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",51.35,247,1,4,400.00,12.84
21.03.2026,707634725,vea-professiya-pentester_RSYA-270226_1_rm221125_City_ml,Активные,17625987377,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5723190750,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,82,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267815,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729340977,baza_pay_demo_all,0.00,16,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267817,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729340977,baza_pay_demo_all,0.00,122,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647837640,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729695027,lal_1_baza_uch_reg,0.00,163,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267807,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729340975,cybered_int,0.00,9,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647837639,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729695027,lal_1_baza_uch_reg,0.00,24,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647835052,Остановленные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729694288,lead_sumbitt_ form,47.96,160,1,0,0.00,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267811,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729340976,pbh_blue_all,0.00,177,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267809,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729340975,cybered_int,0.56,1,1,0,0.00,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267810,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729340976,pbh_blue_all,0.00,11,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647835055,Остановленные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729694288,lead_sumbitt_ form,235.84,1027,4,1,25.00,235.84
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267804,Остановленные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729340974,Посетители все 90 дней,428.68,1274,11,0,0.00,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267808,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729340975,cybered_int,0.55,2,1,0,0.00,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267813,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729340976,pbh_blue_all,0.00,1,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647837642,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729695027,lal_1_baza_uch_reg,0.00,5,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267802,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729340974,Посетители все 90 дней,233.64,475,23,9,39.13,25.96
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267806,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729340975,cybered_int,0.00,2,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647835054,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729694288,lead_sumbitt_ form,290.13,603,8,2,25.00,145.07
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17646267812,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729340976,pbh_blue_all,0.00,4,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838983,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4883704/AP2TBy3sKo3tQrHmawiCjQ,b (1),-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,7.11,53,1,0,0.00,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838982,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4566389/rTjitfZEzP7zmocYnwOEqA,b (2),-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,720.02,822,7,1,14.29,720.02
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838981,Активные,Текстово-графическое,Начни разумно свой путь в ИБ,"Не трать месяцы и деньги на неверный путь, сначала разберись в рынке и в себе",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5221943/mUPD3DBPHPeLrm2WhqGz9A,b (3),-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,0.00,140,0,0,-,-
20.03.2026,707977649,vea_cybered_start_v_ib_RSYA-110326_rm110326-RF_retarget,Активные,17647838980,Активные,Текстово-графическое,Подберем тебе профессию в кибербезе,"Профессия под твой бекграунд, интересы и ожидания",https://lab.cyber-ed.ru/start-v-ib/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4756895/965d0I_OPtNjFD-3WB8N5g,b (4).jpg,-,-,Текстово-графический,Оригинальный,5729695275,lal_lead_submitt_form,0.00,74,0,0,-,-
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958762,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726256946,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",406.71,435,8,1,12.50,406.71
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958768,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726256948,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,13,0,0,-,-
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958767,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726256948,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,4,0,0,-,-
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958766,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726256947,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",867.48,2529,17,5,29.41,173.50
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958764,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726256947,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",60.12,92,2,1,50.00,60.12
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958763,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726256946,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",100.92,730,3,7,233.33,14.42
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958761,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726256946,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",38.55,163,2,1,50.00,38.55
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958765,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5726256947,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,39,0,0,-,-
20.03.2026,707811673,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-SR-PAY-CONV-200,Активные,17636958769,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726256948,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",13.85,25,1,0,0.00,-
20.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945866,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726255501,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",413.00,714,8,4,50.00,103.25
20.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945869,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726255502,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,4,0,0,-,-
20.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945874,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5726255503,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,125,2,0,0.00,-
20.03.2026,707811553,vea-professiya-pentester_RSYA-270226_1_rm221125-RF-PAY-CONV-200,Активные,17636945872,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5726255503,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,18,0,0,-,-
